297.398407 144.616577 0
23.904562 468.274231 441

297.398407 144.616577 0
466.524353 233.402344 489

297.398407 144.616577 0
396.982788 482.831482 38

297.398407 144.616577 0
439.254669 80.919388 142

297.398407 144.616577 0
110.359314 353.166779 361

230.616547 108.127563 1
462.774597 490.443085 365

230.616547 108.127563 1
223.493225 375.621490 5

230.616547 108.127563 1
134.613571 459.291779 200

230.616547 108.127563 1
252.343719 192.445068 334

230.616547 108.127563 1
318.630219 246.925705 488

263.710571 409.249054 2
442.152496 204.749374 211

263.710571 409.249054 2
277.149384 105.469048 399

263.710571 409.249054 2
432.035278 222.219116 36

7.742554 125.929176 3
141.231689 478.909180 302

7.742554 125.929176 3
126.289276 423.642456 56

7.742554 125.929176 3
22.302210 45.678646 240

392.134399 88.354561 4
333.304382 294.639282 254

392.134399 88.354561 4
165.599106 97.457466 106

392.134399 88.354561 4
117.628929 140.002731 442

223.493225 375.621490 5
230.616547 108.127563 1

223.493225 375.621490 5
122.089027 236.266907 107

223.493225 375.621490 5
274.930084 85.577042 114

223.493225 375.621490 5
60.562729 150.403824 50

223.493225 375.621490 5
281.550262 379.721954 383

399.855927 276.902191 6
183.057037 89.188782 64

399.855927 276.902191 6
297.677307 323.856476 218

399.855927 276.902191 6
251.508652 274.242981 396

271.226410 335.250824 7
389.075562 28.698086 440

271.226410 335.250824 7
122.089027 236.266907 107

271.226410 335.250824 7
342.525238 150.779221 123

3.431886 200.446075 8
401.682587 384.679352 161

3.431886 200.446075 8
315.440338 30.800104 401

3.431886 200.446075 8
260.181122 487.378510 343

81.688972 309.366180 9
176.320023 114.784035 322

81.688972 309.366180 9
474.211792 112.595856 27

81.688972 309.366180 9
6.838560 444.624115 397

81.688972 309.366180 9
491.136475 354.864227 476

456.842499 27.325661 10
290.880951 336.811401 41

456.842499 27.325661 10
290.041290 218.594666 116

456.842499 27.325661 10
337.693329 192.220306 128

456.842499 27.325661 10
318.630219 246.925705 488

486.471802 227.179352 11
268.048035 418.188110 409

486.471802 227.179352 11
96.997917 111.554268 74

135.098999 304.425018 12
398.056427 162.225723 214

135.098999 304.425018 12
77.163132 332.462830 152

135.098999 304.425018 12
290.880951 336.811401 41

135.098999 304.425018 12
83.747360 58.147667 78

468.096344 22.032351 13
122.089027 236.266907 107

468.096344 22.032351 13
498.415497 203.178558 474

349.448578 248.283447 14
263.946869 197.193680 354

349.448578 248.283447 14
450.371643 228.010895 163

349.448578 248.283447 14
46.800316 234.905487 91

349.448578 248.283447 14
209.376968 396.455719 222

349.448578 248.283447 14
142.363724 235.484146 314

352.344269 69.368515 15
4.143059 269.291138 345

352.344269 69.368515 15
281.786194 349.850861 197

352.344269 69.368515 15
487.198578 341.282227 97

350.707367 371.063446 16
22.679329 331.073303 173

350.707367 371.063446 16
192.723450 370.387726 236

350.707367 371.063446 16
183.922501 492.147919 413

345.849579 315.786804 17
409.489624 472.249573 181

345.849579 315.786804 17
7.129490 180.702057 87

345.849579 315.786804 17
310.950745 432.801178 21

345.849579 315.786804 17
332.255829 85.866722 22

345.849579 315.786804 17
243.393417 352.111603 52

345.849579 315.786804 17
373.736877 87.090164 242

345.849579 315.786804 17
326.112640 473.681976 335

345.849579 315.786804 17
449.954224 281.051483 355

